case_id,profile_code,relationship_id,relationship_family,relationship_type,source_record_id,target_record_id,directed,event_time,weight,supporting_record_ids_json,safe_summary,provenance,safe_attributes_json,snapshot_version
PHANTOM_VET,ADULT,REF-22379D2D93E30F512AF7,SOURCE_REFERENCE,REFERENCES_CLINIC_RECORD_ID,APT-0005,OR-MOBILE-01,true,,,"[""APT-0005""]",APT-0005 references OR-MOBILE-01 through clinic_record_id.,genie/adult/appointments.csv,"{""inferred"":true,""source_column"":""clinic_record_id""}",2026.07.18.1
PHANTOM_VET,ADULT,REF-4057EA236DB089666ED6,SOURCE_REFERENCE,REFERENCES_PROVIDER_RECORD_ID,APT-0005,PR-DEXTER-02,true,,,"[""APT-0005""]",APT-0005 references PR-DEXTER-02 through provider_record_id.,genie/adult/appointments.csv,"{""inferred"":true,""source_column"":""provider_record_id""}",2026.07.18.1
PHANTOM_VET,ADULT,REF-93C62BD69C238CB515A3,SOURCE_REFERENCE,REFERENCES_PET_RECORD_ID,APT-0006,PTR-0006-03,true,,,"[""APT-0006""]",APT-0006 references PTR-0006-03 through pet_record_id.,genie/adult/appointments.csv,"{""inferred"":true,""source_column"":""pet_record_id""}",2026.07.18.1
PHANTOM_VET,ADULT,REF-051993A78510DB379A6C,SOURCE_REFERENCE,REFERENCES_OWNER_PERSON_RECORD_ID,APT-0006,PR-OWNER-002-01,true,,,"[""APT-0006""]",APT-0006 references PR-OWNER-002-01 through owner_person_record_id.,genie/adult/appointments.csv,"{""inferred"":true,""source_column"":""owner_person_record_id""}",2026.07.18.1
PHANTOM_VET,ADULT,REF-F164A4DAFD3E4822CE34,SOURCE_REFERENCE,REFERENCES_CLINIC_RECORD_ID,APT-0006,OR-PHANTOM-01,true,,,"[""APT-0006""]",APT-0006 references OR-PHANTOM-01 through clinic_record_id.,genie/adult/appointments.csv,"{""inferred"":true,""source_column"":""clinic_record_id""}",2026.07.18.1
PHANTOM_VET,ADULT,REF-BC562379F70730B69975,SOURCE_REFERENCE,REFERENCES_PROVIDER_RECORD_ID,APT-0006,PR-DEXTER-02,true,,,"[""APT-0006""]",APT-0006 references PR-DEXTER-02 through provider_record_id.,genie/adult/appointments.csv,"{""inferred"":true,""source_column"":""provider_record_id""}",2026.07.18.1
PHANTOM_VET,ADULT,REF-4F4FF73B02C997C27807,SOURCE_REFERENCE,REFERENCES_PET_RECORD_ID,APT-0007,PTR-0007-03,true,,,"[""APT-0007""]",APT-0007 references PTR-0007-03 through pet_record_id.,genie/adult/appointments.csv,"{""inferred"":true,""source_column"":""pet_record_id""}",2026.07.18.1
PHANTOM_VET,ADULT,REF-98323F1B8AAAA1F6D4E6,SOURCE_REFERENCE,REFERENCES_OWNER_PERSON_RECORD_ID,APT-0007,PR-OWNER-003-01,true,,,"[""APT-0007""]",APT-0007 references PR-OWNER-003-01 through owner_person_record_id.,genie/adult/appointments.csv,"{""inferred"":true,""source_column"":""owner_person_record_id""}",2026.07.18.1
PHANTOM_VET,ADULT,REF-1F63AE15479D7EE2B8D3,SOURCE_REFERENCE,REFERENCES_CLINIC_RECORD_ID,APT-0007,OR-PHANTOM-01,true,,,"[""APT-0007""]",APT-0007 references OR-PHANTOM-01 through clinic_record_id.,genie/adult/appointments.csv,"{""inferred"":true,""source_column"":""clinic_record_id""}",2026.07.18.1
PHANTOM_VET,ADULT,REF-8B857400B557FADBA2ED,SOURCE_REFERENCE,REFERENCES_PROVIDER_RECORD_ID,APT-0007,PR-ELENA-02,true,,,"[""APT-0007""]",APT-0007 references PR-ELENA-02 through provider_record_id.,genie/adult/appointments.csv,"{""inferred"":true,""source_column"":""provider_record_id""}",2026.07.18.1
PHANTOM_VET,ADULT,REF-80E8DDDBE9BD8EA46BA5,SOURCE_REFERENCE,REFERENCES_PET_RECORD_ID,APT-0008,PTR-0008-03,true,,,"[""APT-0008""]",APT-0008 references PTR-0008-03 through pet_record_id.,genie/adult/appointments.csv,"{""inferred"":true,""source_column"":""pet_record_id""}",2026.07.18.1
PHANTOM_VET,ADULT,REF-0845C8981266438DAEB4,SOURCE_REFERENCE,REFERENCES_OWNER_PERSON_RECORD_ID,APT-0008,PR-OWNER-004-01,true,,,"[""APT-0008""]",APT-0008 references PR-OWNER-004-01 through owner_person_record_id.,genie/adult/appointments.csv,"{""inferred"":true,""source_column"":""owner_person_record_id""}",2026.07.18.1
PHANTOM_VET,ADULT,REF-1D5A846654E77943C7DE,SOURCE_REFERENCE,REFERENCES_CLINIC_RECORD_ID,APT-0008,OR-PHANTOM-01,true,,,"[""APT-0008""]",APT-0008 references OR-PHANTOM-01 through clinic_record_id.,genie/adult/appointments.csv,"{""inferred"":true,""source_column"":""clinic_record_id""}",2026.07.18.1
PHANTOM_VET,ADULT,REF-641CE455066992EC2DB9,SOURCE_REFERENCE,REFERENCES_PROVIDER_RECORD_ID,APT-0008,PR-DEXTER-02,true,,,"[""APT-0008""]",APT-0008 references PR-DEXTER-02 through provider_record_id.,genie/adult/appointments.csv,"{""inferred"":true,""source_column"":""provider_record_id""}",2026.07.18.1
PHANTOM_VET,ADULT,REF-C4C346019D758F78052B,SOURCE_REFERENCE,REFERENCES_PET_RECORD_ID,APT-0009,PTR-0009-03,true,,,"[""APT-0009""]",APT-0009 references PTR-0009-03 through pet_record_id.,genie/adult/appointments.csv,"{""inferred"":true,""source_column"":""pet_record_id""}",2026.07.18.1
PHANTOM_VET,ADULT,REF-8314C202448BBC06E3F5,SOURCE_REFERENCE,REFERENCES_OWNER_PERSON_RECORD_ID,APT-0009,PR-OWNER-005-01,true,,,"[""APT-0009""]",APT-0009 references PR-OWNER-005-01 through owner_person_record_id.,genie/adult/appointments.csv,"{""inferred"":true,""source_column"":""owner_person_record_id""}",2026.07.18.1
PHANTOM_VET,ADULT,REF-13F1AE1DF11CD4C5B973,SOURCE_REFERENCE,REFERENCES_CLINIC_RECORD_ID,APT-0009,OR-MOBILE-01,true,,,"[""APT-0009""]",APT-0009 references OR-MOBILE-01 through clinic_record_id.,genie/adult/appointments.csv,"{""inferred"":true,""source_column"":""clinic_record_id""}",2026.07.18.1
PHANTOM_VET,ADULT,REF-4F899D46A058C87B5320,SOURCE_REFERENCE,REFERENCES_PROVIDER_RECORD_ID,APT-0009,PR-DEXTER-02,true,,,"[""APT-0009""]",APT-0009 references PR-DEXTER-02 through provider_record_id.,genie/adult/appointments.csv,"{""inferred"":true,""source_column"":""provider_record_id""}",2026.07.18.1
PHANTOM_VET,ADULT,REF-5478CC962B5401B8B1D5,SOURCE_REFERENCE,REFERENCES_PET_RECORD_ID,APT-0010,PTR-0010-03,true,,,"[""APT-0010""]",APT-0010 references PTR-0010-03 through pet_record_id.,genie/adult/appointments.csv,"{""inferred"":true,""source_column"":""pet_record_id""}",2026.07.18.1
PHANTOM_VET,ADULT,REF-87ADFEADD4792807EE45,SOURCE_REFERENCE,REFERENCES_OWNER_PERSON_RECORD_ID,APT-0010,PR-OWNER-006-01,true,,,"[""APT-0010""]",APT-0010 references PR-OWNER-006-01 through owner_person_record_id.,genie/adult/appointments.csv,"{""inferred"":true,""source_column"":""owner_person_record_id""}",2026.07.18.1
PHANTOM_VET,ADULT,REF-DF5533A69B31459D0C5D,SOURCE_REFERENCE,REFERENCES_CLINIC_RECORD_ID,APT-0010,OR-PHANTOM-01,true,,,"[""APT-0010""]",APT-0010 references OR-PHANTOM-01 through clinic_record_id.,genie/adult/appointments.csv,"{""inferred"":true,""source_column"":""clinic_record_id""}",2026.07.18.1
PHANTOM_VET,ADULT,REF-E808A6B8CEEC4976BFF8,SOURCE_REFERENCE,REFERENCES_PROVIDER_RECORD_ID,APT-0010,PR-ELENA-02,true,,,"[""APT-0010""]",APT-0010 references PR-ELENA-02 through provider_record_id.,genie/adult/appointments.csv,"{""inferred"":true,""source_column"":""provider_record_id""}",2026.07.18.1
PHANTOM_VET,ADULT,REF-D831EC381E11507F9DA7,SOURCE_REFERENCE,REFERENCES_PET_RECORD_ID,APT-0011,PTR-0011-03,true,,,"[""APT-0011""]",APT-0011 references PTR-0011-03 through pet_record_id.,genie/adult/appointments.csv,"{""inferred"":true,""source_column"":""pet_record_id""}",2026.07.18.1
PHANTOM_VET,ADULT,REF-7C517D255DC5BDEC6B11,SOURCE_REFERENCE,REFERENCES_OWNER_PERSON_RECORD_ID,APT-0011,PR-OWNER-007-01,true,,,"[""APT-0011""]",APT-0011 references PR-OWNER-007-01 through owner_person_record_id.,genie/adult/appointments.csv,"{""inferred"":true,""source_column"":""owner_person_record_id""}",2026.07.18.1
PHANTOM_VET,ADULT,REF-6A6D2F8DCE526AF464C2,SOURCE_REFERENCE,REFERENCES_CLINIC_RECORD_ID,APT-0011,OR-PHANTOM-01,true,,,"[""APT-0011""]",APT-0011 references OR-PHANTOM-01 through clinic_record_id.,genie/adult/appointments.csv,"{""inferred"":true,""source_column"":""clinic_record_id""}",2026.07.18.1
PHANTOM_VET,ADULT,REF-A3BEC986DA9A319E8F00,SOURCE_REFERENCE,REFERENCES_PROVIDER_RECORD_ID,APT-0011,PR-DEXTER-02,true,,,"[""APT-0011""]",APT-0011 references PR-DEXTER-02 through provider_record_id.,genie/adult/appointments.csv,"{""inferred"":true,""source_column"":""provider_record_id""}",2026.07.18.1
PHANTOM_VET,ADULT,REF-3FA65A3F8F21171AE4E8,SOURCE_REFERENCE,REFERENCES_PET_RECORD_ID,APT-0012,PTR-0012-03,true,,,"[""APT-0012""]",APT-0012 references PTR-0012-03 through pet_record_id.,genie/adult/appointments.csv,"{""inferred"":true,""source_column"":""pet_record_id""}",2026.07.18.1
PHANTOM_VET,ADULT,REF-2076D4AF0E6972C4F5A7,SOURCE_REFERENCE,REFERENCES_OWNER_PERSON_RECORD_ID,APT-0012,PR-OWNER-008-01,true,,,"[""APT-0012""]",APT-0012 references PR-OWNER-008-01 through owner_person_record_id.,genie/adult/appointments.csv,"{""inferred"":true,""source_column"":""owner_person_record_id""}",2026.07.18.1
PHANTOM_VET,ADULT,REF-55DCA07E805E767126A3,SOURCE_REFERENCE,REFERENCES_CLINIC_RECORD_ID,APT-0012,OR-PHANTOM-01,true,,,"[""APT-0012""]",APT-0012 references OR-PHANTOM-01 through clinic_record_id.,genie/adult/appointments.csv,"{""inferred"":true,""source_column"":""clinic_record_id""}",2026.07.18.1
PHANTOM_VET,ADULT,REF-6903C16DDFA8A393FEF6,SOURCE_REFERENCE,REFERENCES_PROVIDER_RECORD_ID,APT-0012,PR-DEXTER-02,true,,,"[""APT-0012""]",APT-0012 references PR-DEXTER-02 through provider_record_id.,genie/adult/appointments.csv,"{""inferred"":true,""source_column"":""provider_record_id""}",2026.07.18.1
PHANTOM_VET,ADULT,REF-6CC0A4F42D4276815C0E,SOURCE_REFERENCE,REFERENCES_PET_RECORD_ID,APT-0013,PTR-0013-03,true,,,"[""APT-0013""]",APT-0013 references PTR-0013-03 through pet_record_id.,genie/adult/appointments.csv,"{""inferred"":true,""source_column"":""pet_record_id""}",2026.07.18.1
PHANTOM_VET,ADULT,REF-CF6527CD4FDC768F069E,SOURCE_REFERENCE,REFERENCES_OWNER_PERSON_RECORD_ID,APT-0013,PR-OWNER-009-01,true,,,"[""APT-0013""]",APT-0013 references PR-OWNER-009-01 through owner_person_record_id.,genie/adult/appointments.csv,"{""inferred"":true,""source_column"":""owner_person_record_id""}",2026.07.18.1
PHANTOM_VET,ADULT,REF-497E00B2D94297F74472,SOURCE_REFERENCE,REFERENCES_CLINIC_RECORD_ID,APT-0013,OR-MOBILE-01,true,,,"[""APT-0013""]",APT-0013 references OR-MOBILE-01 through clinic_record_id.,genie/adult/appointments.csv,"{""inferred"":true,""source_column"":""clinic_record_id""}",2026.07.18.1
PHANTOM_VET,ADULT,REF-D55D683172307DB70143,SOURCE_REFERENCE,REFERENCES_PROVIDER_RECORD_ID,APT-0013,PR-ELENA-02,true,,,"[""APT-0013""]",APT-0013 references PR-ELENA-02 through provider_record_id.,genie/adult/appointments.csv,"{""inferred"":true,""source_column"":""provider_record_id""}",2026.07.18.1
PHANTOM_VET,ADULT,REF-353F5DB379442C534B15,SOURCE_REFERENCE,REFERENCES_PET_RECORD_ID,APT-0014,PTR-0014-03,true,,,"[""APT-0014""]",APT-0014 references PTR-0014-03 through pet_record_id.,genie/adult/appointments.csv,"{""inferred"":true,""source_column"":""pet_record_id""}",2026.07.18.1
PHANTOM_VET,ADULT,REF-1F5E04EB7ADA6DC4BB7D,SOURCE_REFERENCE,REFERENCES_OWNER_PERSON_RECORD_ID,APT-0014,PR-OWNER-010-01,true,,,"[""APT-0014""]",APT-0014 references PR-OWNER-010-01 through owner_person_record_id.,genie/adult/appointments.csv,"{""inferred"":true,""source_column"":""owner_person_record_id""}",2026.07.18.1
PHANTOM_VET,ADULT,REF-42CCFA253A70090D01CC,SOURCE_REFERENCE,REFERENCES_CLINIC_RECORD_ID,APT-0014,OR-PHANTOM-01,true,,,"[""APT-0014""]",APT-0014 references OR-PHANTOM-01 through clinic_record_id.,genie/adult/appointments.csv,"{""inferred"":true,""source_column"":""clinic_record_id""}",2026.07.18.1
PHANTOM_VET,ADULT,REF-9C7F32B8CD62CCB8E3E8,SOURCE_REFERENCE,REFERENCES_PROVIDER_RECORD_ID,APT-0014,PR-DEXTER-02,true,,,"[""APT-0014""]",APT-0014 references PR-DEXTER-02 through provider_record_id.,genie/adult/appointments.csv,"{""inferred"":true,""source_column"":""provider_record_id""}",2026.07.18.1
PHANTOM_VET,ADULT,REF-9FCC4C3D861B8AD1550A,SOURCE_REFERENCE,REFERENCES_PET_RECORD_ID,APT-0015,PTR-0015-03,true,,,"[""APT-0015""]",APT-0015 references PTR-0015-03 through pet_record_id.,genie/adult/appointments.csv,"{""inferred"":true,""source_column"":""pet_record_id""}",2026.07.18.1
PHANTOM_VET,ADULT,REF-2C1D433EC6B3648743E1,SOURCE_REFERENCE,REFERENCES_OWNER_PERSON_RECORD_ID,APT-0015,PR-OWNER-011-01,true,,,"[""APT-0015""]",APT-0015 references PR-OWNER-011-01 through owner_person_record_id.,genie/adult/appointments.csv,"{""inferred"":true,""source_column"":""owner_person_record_id""}",2026.07.18.1
PHANTOM_VET,ADULT,REF-5D5125AD70B20562B6F7,SOURCE_REFERENCE,REFERENCES_CLINIC_RECORD_ID,APT-0015,OR-PHANTOM-01,true,,,"[""APT-0015""]",APT-0015 references OR-PHANTOM-01 through clinic_record_id.,genie/adult/appointments.csv,"{""inferred"":true,""source_column"":""clinic_record_id""}",2026.07.18.1
PHANTOM_VET,ADULT,REF-C095CA15D31C7BC5602F,SOURCE_REFERENCE,REFERENCES_PROVIDER_RECORD_ID,APT-0015,PR-DEXTER-02,true,,,"[""APT-0015""]",APT-0015 references PR-DEXTER-02 through provider_record_id.,genie/adult/appointments.csv,"{""inferred"":true,""source_column"":""provider_record_id""}",2026.07.18.1
PHANTOM_VET,ADULT,REF-344B5C5E3314CBDD0EFF,SOURCE_REFERENCE,REFERENCES_PET_RECORD_ID,APT-0016,PTR-0016-03,true,,,"[""APT-0016""]",APT-0016 references PTR-0016-03 through pet_record_id.,genie/adult/appointments.csv,"{""inferred"":true,""source_column"":""pet_record_id""}",2026.07.18.1
PHANTOM_VET,ADULT,REF-BFC3B9144E0CBDEA7505,SOURCE_REFERENCE,REFERENCES_OWNER_PERSON_RECORD_ID,APT-0016,PR-OWNER-012-01,true,,,"[""APT-0016""]",APT-0016 references PR-OWNER-012-01 through owner_person_record_id.,genie/adult/appointments.csv,"{""inferred"":true,""source_column"":""owner_person_record_id""}",2026.07.18.1
PHANTOM_VET,ADULT,REF-DF951110029B88F654C7,SOURCE_REFERENCE,REFERENCES_CLINIC_RECORD_ID,APT-0016,OR-PHANTOM-01,true,,,"[""APT-0016""]",APT-0016 references OR-PHANTOM-01 through clinic_record_id.,genie/adult/appointments.csv,"{""inferred"":true,""source_column"":""clinic_record_id""}",2026.07.18.1
PHANTOM_VET,ADULT,REF-0CF189AC7535C5927CF9,SOURCE_REFERENCE,REFERENCES_PROVIDER_RECORD_ID,APT-0016,PR-ELENA-02,true,,,"[""APT-0016""]",APT-0016 references PR-ELENA-02 through provider_record_id.,genie/adult/appointments.csv,"{""inferred"":true,""source_column"":""provider_record_id""}",2026.07.18.1
PHANTOM_VET,ADULT,REF-FE3874C9396C067D432D,SOURCE_REFERENCE,REFERENCES_PET_RECORD_ID,APT-0017,PTR-0017-03,true,,,"[""APT-0017""]",APT-0017 references PTR-0017-03 through pet_record_id.,genie/adult/appointments.csv,"{""inferred"":true,""source_column"":""pet_record_id""}",2026.07.18.1
PHANTOM_VET,ADULT,REF-6B9E665DA4941AE1AA51,SOURCE_REFERENCE,REFERENCES_OWNER_PERSON_RECORD_ID,APT-0017,PR-OWNER-013-01,true,,,"[""APT-0017""]",APT-0017 references PR-OWNER-013-01 through owner_person_record_id.,genie/adult/appointments.csv,"{""inferred"":true,""source_column"":""owner_person_record_id""}",2026.07.18.1
PHANTOM_VET,ADULT,REF-F2E3670ADC3063FE7D75,SOURCE_REFERENCE,REFERENCES_CLINIC_RECORD_ID,APT-0017,OR-MOBILE-01,true,,,"[""APT-0017""]",APT-0017 references OR-MOBILE-01 through clinic_record_id.,genie/adult/appointments.csv,"{""inferred"":true,""source_column"":""clinic_record_id""}",2026.07.18.1
PHANTOM_VET,ADULT,REF-7C16E7BD7469867AA577,SOURCE_REFERENCE,REFERENCES_PROVIDER_RECORD_ID,APT-0017,PR-DEXTER-02,true,,,"[""APT-0017""]",APT-0017 references PR-DEXTER-02 through provider_record_id.,genie/adult/appointments.csv,"{""inferred"":true,""source_column"":""provider_record_id""}",2026.07.18.1
PHANTOM_VET,ADULT,REF-00BFCE3237ED3F489E2E,SOURCE_REFERENCE,REFERENCES_PET_RECORD_ID,APT-0018,PTR-0018-03,true,,,"[""APT-0018""]",APT-0018 references PTR-0018-03 through pet_record_id.,genie/adult/appointments.csv,"{""inferred"":true,""source_column"":""pet_record_id""}",2026.07.18.1
PHANTOM_VET,ADULT,REF-0891F30BFB9838F1E2E9,SOURCE_REFERENCE,REFERENCES_OWNER_PERSON_RECORD_ID,APT-0018,PR-OWNER-014-01,true,,,"[""APT-0018""]",APT-0018 references PR-OWNER-014-01 through owner_person_record_id.,genie/adult/appointments.csv,"{""inferred"":true,""source_column"":""owner_person_record_id""}",2026.07.18.1
PHANTOM_VET,ADULT,REF-DADEB77A1412963F991E,SOURCE_REFERENCE,REFERENCES_CLINIC_RECORD_ID,APT-0018,OR-PHANTOM-01,true,,,"[""APT-0018""]",APT-0018 references OR-PHANTOM-01 through clinic_record_id.,genie/adult/appointments.csv,"{""inferred"":true,""source_column"":""clinic_record_id""}",2026.07.18.1
PHANTOM_VET,ADULT,REF-520F1C1AA25914435C4A,SOURCE_REFERENCE,REFERENCES_PROVIDER_RECORD_ID,APT-0018,PR-DEXTER-02,true,,,"[""APT-0018""]",APT-0018 references PR-DEXTER-02 through provider_record_id.,genie/adult/appointments.csv,"{""inferred"":true,""source_column"":""provider_record_id""}",2026.07.18.1
PHANTOM_VET,ADULT,REF-E85D9331F6F2826889BA,SOURCE_REFERENCE,REFERENCES_PET_RECORD_ID,APT-0019,PTR-0019-03,true,,,"[""APT-0019""]",APT-0019 references PTR-0019-03 through pet_record_id.,genie/adult/appointments.csv,"{""inferred"":true,""source_column"":""pet_record_id""}",2026.07.18.1
PHANTOM_VET,ADULT,REF-CF63B2C7F8F376AC4B1A,SOURCE_REFERENCE,REFERENCES_OWNER_PERSON_RECORD_ID,APT-0019,PR-OWNER-015-01,true,,,"[""APT-0019""]",APT-0019 references PR-OWNER-015-01 through owner_person_record_id.,genie/adult/appointments.csv,"{""inferred"":true,""source_column"":""owner_person_record_id""}",2026.07.18.1
PHANTOM_VET,ADULT,REF-4330CE6176D819421B22,SOURCE_REFERENCE,REFERENCES_CLINIC_RECORD_ID,APT-0019,OR-PHANTOM-01,true,,,"[""APT-0019""]",APT-0019 references OR-PHANTOM-01 through clinic_record_id.,genie/adult/appointments.csv,"{""inferred"":true,""source_column"":""clinic_record_id""}",2026.07.18.1
PHANTOM_VET,ADULT,REF-FFB77FFF4C71CC29007B,SOURCE_REFERENCE,REFERENCES_PROVIDER_RECORD_ID,APT-0019,PR-ELENA-02,true,,,"[""APT-0019""]",APT-0019 references PR-ELENA-02 through provider_record_id.,genie/adult/appointments.csv,"{""inferred"":true,""source_column"":""provider_record_id""}",2026.07.18.1
PHANTOM_VET,ADULT,REF-4B9C43FE6DB68A0E5B5A,SOURCE_REFERENCE,REFERENCES_PET_RECORD_ID,APT-0020,PTR-0020-03,true,,,"[""APT-0020""]",APT-0020 references PTR-0020-03 through pet_record_id.,genie/adult/appointments.csv,"{""inferred"":true,""source_column"":""pet_record_id""}",2026.07.18.1
PHANTOM_VET,ADULT,REF-4C0A161E5572FDF9DFF1,SOURCE_REFERENCE,REFERENCES_OWNER_PERSON_RECORD_ID,APT-0020,PR-OWNER-016-01,true,,,"[""APT-0020""]",APT-0020 references PR-OWNER-016-01 through owner_person_record_id.,genie/adult/appointments.csv,"{""inferred"":true,""source_column"":""owner_person_record_id""}",2026.07.18.1
