case_id,entity_id,entity_type,canonical_name,operational_role,expected_classification,culpability,harm_status,fraud_network_membership,protected_notes,snapshot_version
BONE_LEDGER,P-ELLA,PERSON,Ella Eskie,accounts-payable clerk,accounts-payable clerk,none,non-victim,false,Legacy fraud_network_membership=NONE,2026.07.18.1
BONE_LEDGER,P-ARTHUR,PERSON,Arthur Airedale,treasury analyst,treasury analyst,none,non-victim,false,Legacy fraud_network_membership=NONE,2026.07.18.1
BONE_LEDGER,P-BELLA,PERSON,Bella Borzoi,subsidiary accountant,subsidiary accountant,none,non-victim,false,Legacy fraud_network_membership=NONE,2026.07.18.1
BONE_LEDGER,P-CECIL,PERSON,Cecil Corgi,board secretary,board secretary,none,non-victim,false,Legacy fraud_network_membership=NONE,2026.07.18.1
BONE_LEDGER,P-DAPHNE,PERSON,Daphne Dachshund,internal controls manager,internal controls manager,none,non-victim,false,Legacy fraud_network_membership=NONE,2026.07.18.1
BONE_LEDGER,P-INGRID,PERSON,Ingrid Irish Setter,legitimate project manager,legitimate project manager,none,non-victim,false,Legacy fraud_network_membership=NONE,2026.07.18.1
BONE_LEDGER,P-JULIAN,PERSON,Julian Jack Russell,loan administration analyst,loan administration analyst,none,non-victim,false,Legacy fraud_network_membership=NONE,2026.07.18.1
BONE_LEDGER,P-LUNA,PERSON,Luna Labrador,inventory analyst,inventory analyst,none,non-victim,false,Legacy fraud_network_membership=NONE,2026.07.18.1
BONE_LEDGER,O-BBH,ORGANIZATION,Bone & Brass Holdings PLC,parent company and reporting entity,parent company and reporting entity,none,non-victim,true,Legacy fraud_network_membership=CORE,2026.07.18.1
BONE_LEDGER,O-BLM,ORGANIZATION,Bone Ledger Manufacturing Ltd,legitimate operating subsidiary,legitimate operating subsidiary,none,non-victim,false,Legacy fraud_network_membership=NONE,2026.07.18.1
BONE_LEDGER,O-HOLLOW,ORGANIZATION,Hollow Bone Leasing LLC,controlled special-purpose financing entity,controlled special-purpose financing entity,controlled instrument,non-victim,true,Legacy fraud_network_membership=CORE,2026.07.18.1
BONE_LEDGER,O-BRASS,ORGANIZATION,Brass Collar Consulting LLC,controlled false-invoice shell,controlled false-invoice shell,controlled instrument,non-victim,true,Legacy fraud_network_membership=CORE,2026.07.18.1
BONE_LEDGER,O-LANTERN-ASSET,ORGANIZATION,Lantern Asset Recovery LLC,controlled asset-holding shell,controlled asset-holding shell,controlled instrument,non-victim,true,Legacy fraud_network_membership=CORE,2026.07.18.1
BONE_LEDGER,O-CLEAR,ORGANIZATION,Clear Paw Equipment Co.,legitimate equipment vendor,legitimate equipment vendor,none,non-victim,false,Legacy fraud_network_membership=NONE,2026.07.18.1
BONE_LEDGER,O-BANK,ORGANIZATION,Lantern Community Bank,bank and lender,bank and lender,none,non-victim,false,Legacy fraud_network_membership=NONE,2026.07.18.1
BONE_LEDGER,O-AUDIT,ORGANIZATION,Paws & Ledger Assurance LLP,independent auditor,independent auditor,none,non-victim,false,Legacy fraud_network_membership=NONE,2026.07.18.1
BONE_LEDGER,O-WAREHOUSE,ORGANIZATION,North Quay Warehousing,legitimate warehouse operator,legitimate warehouse operator,none,non-victim,false,Legacy fraud_network_membership=NONE,2026.07.18.1
BONE_LEDGER,O-INVESTOR,ORGANIZATION,Long Leash Pension Trust,minority investor,minority investor,none,victim,false,Legacy fraud_network_membership=NONE,2026.07.18.1
BONE_LEDGER,O-PAWLINE,ORGANIZATION,Pawline Retail Ltd,legitimate retail subsidiary,legitimate retail subsidiary,none,non-victim,false,Legacy fraud_network_membership=NONE,2026.07.18.1
BONE_LEDGER,O-BEACON,ORGANIZATION,Beacon Bowl Distribution Ltd,legitimate distribution subsidiary,legitimate distribution subsidiary,none,non-victim,false,Legacy fraud_network_membership=NONE,2026.07.18.1
BONE_LEDGER,O-IRON,ORGANIZATION,Iron Paw Engineering,legitimate capital-project vendor,legitimate capital-project vendor,none,non-victim,false,Legacy fraud_network_membership=NONE,2026.07.18.1
BONE_LEDGER,O-CIVIC,ORGANIZATION,Civic Ledger Services,legitimate bookkeeping service,legitimate bookkeeping service,none,non-victim,false,Legacy fraud_network_membership=NONE,2026.07.18.1
BONE_LEDGER,O-HARBOR-SPV,ORGANIZATION,Harbor Lease Vehicle 7,lawfully disclosed lease vehicle,lawfully disclosed lease vehicle,none,non-victim,false,Legacy fraud_network_membership=NONE,2026.07.18.1
