case_id,assertion_id,assertion_type,subject_record_id,related_record_ids_json,expected_value_json,severity,description,snapshot_version
LOVE_LEASHES_OFFSHORE,ASSERT-LOVE_PERSONA_CONTROL_TRUTH-B0E300B20FDF3384,LOVE_PERSONA_CONTROL_TRUTH,PER-0011,"[""P-SERENA""]","{""controller_entity_id"":""P-SERENA"",""persona_profile_id"":""PER-0011"",""truth_category"":""FRAUD_PERSONA""}",REQUIRED,"Converted protected truth row from love_persona_control_truth.csv, source row 11.",2026.07.18.1
LOVE_LEASHES_OFFSHORE,ASSERT-LOVE_PERSONA_CONTROL_TRUTH-79C02D390C60B4C8,LOVE_PERSONA_CONTROL_TRUTH,PER-0012,"[""P-ADRIAN""]","{""controller_entity_id"":""P-ADRIAN"",""persona_profile_id"":""PER-0012"",""truth_category"":""FRAUD_PERSONA""}",REQUIRED,"Converted protected truth row from love_persona_control_truth.csv, source row 12.",2026.07.18.1
LOVE_LEASHES_OFFSHORE,ASSERT-LOVE_PERSONA_CONTROL_TRUTH-2D46A10CBDAD91B3,LOVE_PERSONA_CONTROL_TRUTH,PER-0013,"[""P-KENDRA""]","{""controller_entity_id"":""P-KENDRA"",""persona_profile_id"":""PER-0013"",""truth_category"":""FRAUD_PERSONA""}",REQUIRED,"Converted protected truth row from love_persona_control_truth.csv, source row 13.",2026.07.18.1
LOVE_LEASHES_OFFSHORE,ASSERT-LOVE_PERSONA_CONTROL_TRUTH-D1CFDF2FDEF23741,LOVE_PERSONA_CONTROL_TRUTH,PER-0014,"[""P-MILO""]","{""controller_entity_id"":""P-MILO"",""persona_profile_id"":""PER-0014"",""truth_category"":""FRAUD_PERSONA""}",REQUIRED,"Converted protected truth row from love_persona_control_truth.csv, source row 14.",2026.07.18.1
LOVE_LEASHES_OFFSHORE,ASSERT-LOVE_PERSONA_CONTROL_TRUTH-603EB48E04A25061,LOVE_PERSONA_CONTROL_TRUTH,PER-0015,"[""P-QUINN""]","{""controller_entity_id"":""P-QUINN"",""persona_profile_id"":""PER-0015"",""truth_category"":""FRAUD_PERSONA""}",REQUIRED,"Converted protected truth row from love_persona_control_truth.csv, source row 15.",2026.07.18.1
LOVE_LEASHES_OFFSHORE,ASSERT-LOVE_PERSONA_CONTROL_TRUTH-7D6CCD4F7C6377A4,LOVE_PERSONA_CONTROL_TRUTH,PER-0016,"[""P-SERENA""]","{""controller_entity_id"":""P-SERENA"",""persona_profile_id"":""PER-0016"",""truth_category"":""FRAUD_PERSONA""}",REQUIRED,"Converted protected truth row from love_persona_control_truth.csv, source row 16.",2026.07.18.1
LOVE_LEASHES_OFFSHORE,ASSERT-LOVE_PERSONA_CONTROL_TRUTH-1FBCC7696C621D6A,LOVE_PERSONA_CONTROL_TRUTH,PER-0017,"[""P-ADRIAN""]","{""controller_entity_id"":""P-ADRIAN"",""persona_profile_id"":""PER-0017"",""truth_category"":""FRAUD_PERSONA""}",REQUIRED,"Converted protected truth row from love_persona_control_truth.csv, source row 17.",2026.07.18.1
LOVE_LEASHES_OFFSHORE,ASSERT-LOVE_PERSONA_CONTROL_TRUTH-EFC4577FA8F14814,LOVE_PERSONA_CONTROL_TRUTH,PER-0018,"[""P-KENDRA""]","{""controller_entity_id"":""P-KENDRA"",""persona_profile_id"":""PER-0018"",""truth_category"":""FRAUD_PERSONA""}",REQUIRED,"Converted protected truth row from love_persona_control_truth.csv, source row 18.",2026.07.18.1
LOVE_LEASHES_OFFSHORE,ASSERT-LOVE_PERSONA_CONTROL_TRUTH-4BDB0B5E0EB89D28,LOVE_PERSONA_CONTROL_TRUTH,PER-0019,"[""P-MILO""]","{""controller_entity_id"":""P-MILO"",""persona_profile_id"":""PER-0019"",""truth_category"":""FRAUD_PERSONA""}",REQUIRED,"Converted protected truth row from love_persona_control_truth.csv, source row 19.",2026.07.18.1
LOVE_LEASHES_OFFSHORE,ASSERT-LOVE_PERSONA_CONTROL_TRUTH-B835D25D099941E7,LOVE_PERSONA_CONTROL_TRUTH,PER-0020,"[""P-QUINN""]","{""controller_entity_id"":""P-QUINN"",""persona_profile_id"":""PER-0020"",""truth_category"":""FRAUD_PERSONA""}",REQUIRED,"Converted protected truth row from love_persona_control_truth.csv, source row 20.",2026.07.18.1
LOVE_LEASHES_OFFSHORE,ASSERT-LOVE_PERSONA_CONTROL_TRUTH-EBDDB29580ABB9B6,LOVE_PERSONA_CONTROL_TRUTH,PER-0021,"[""P-SERENA""]","{""controller_entity_id"":""P-SERENA"",""persona_profile_id"":""PER-0021"",""truth_category"":""FRAUD_PERSONA""}",REQUIRED,"Converted protected truth row from love_persona_control_truth.csv, source row 21.",2026.07.18.1
LOVE_LEASHES_OFFSHORE,ASSERT-LOVE_PERSONA_CONTROL_TRUTH-FB8F2042DDA8C375,LOVE_PERSONA_CONTROL_TRUTH,PER-0022,"[""P-ADRIAN""]","{""controller_entity_id"":""P-ADRIAN"",""persona_profile_id"":""PER-0022"",""truth_category"":""FRAUD_PERSONA""}",REQUIRED,"Converted protected truth row from love_persona_control_truth.csv, source row 22.",2026.07.18.1
LOVE_LEASHES_OFFSHORE,ASSERT-LOVE_PERSONA_CONTROL_TRUTH-0F4ABA0E25737391,LOVE_PERSONA_CONTROL_TRUTH,PER-0023,"[""P-KENDRA""]","{""controller_entity_id"":""P-KENDRA"",""persona_profile_id"":""PER-0023"",""truth_category"":""FRAUD_PERSONA""}",REQUIRED,"Converted protected truth row from love_persona_control_truth.csv, source row 23.",2026.07.18.1
LOVE_LEASHES_OFFSHORE,ASSERT-LOVE_PERSONA_CONTROL_TRUTH-F5F2750E665DB720,LOVE_PERSONA_CONTROL_TRUTH,PER-0024,"[""P-MILO""]","{""controller_entity_id"":""P-MILO"",""persona_profile_id"":""PER-0024"",""truth_category"":""FRAUD_PERSONA""}",REQUIRED,"Converted protected truth row from love_persona_control_truth.csv, source row 24.",2026.07.18.1
LOVE_LEASHES_OFFSHORE,ASSERT-LOVE_PERSONA_CONTROL_TRUTH-5A5DCC2B2AA38816,LOVE_PERSONA_CONTROL_TRUTH,PER-0025,"[""P-QUINN""]","{""controller_entity_id"":""P-QUINN"",""persona_profile_id"":""PER-0025"",""truth_category"":""FRAUD_PERSONA""}",REQUIRED,"Converted protected truth row from love_persona_control_truth.csv, source row 25.",2026.07.18.1
LOVE_LEASHES_OFFSHORE,ASSERT-LOVE_PERSONA_CONTROL_TRUTH-47ABD5D016603332,LOVE_PERSONA_CONTROL_TRUTH,PER-0026,"[""P-SERENA""]","{""controller_entity_id"":""P-SERENA"",""persona_profile_id"":""PER-0026"",""truth_category"":""FRAUD_PERSONA""}",REQUIRED,"Converted protected truth row from love_persona_control_truth.csv, source row 26.",2026.07.18.1
LOVE_LEASHES_OFFSHORE,ASSERT-LOVE_PERSONA_CONTROL_TRUTH-2FE0F03D7A78BCDA,LOVE_PERSONA_CONTROL_TRUTH,PER-0027,"[""P-ADRIAN""]","{""controller_entity_id"":""P-ADRIAN"",""persona_profile_id"":""PER-0027"",""truth_category"":""FRAUD_PERSONA""}",REQUIRED,"Converted protected truth row from love_persona_control_truth.csv, source row 27.",2026.07.18.1
LOVE_LEASHES_OFFSHORE,ASSERT-LOVE_PERSONA_CONTROL_TRUTH-3D5B19BE4FB9D670,LOVE_PERSONA_CONTROL_TRUTH,PER-0028,"[""P-KENDRA""]","{""controller_entity_id"":""P-KENDRA"",""persona_profile_id"":""PER-0028"",""truth_category"":""FRAUD_PERSONA""}",REQUIRED,"Converted protected truth row from love_persona_control_truth.csv, source row 28.",2026.07.18.1
LOVE_LEASHES_OFFSHORE,ASSERT-LOVE_PERSONA_CONTROL_TRUTH-2686C86E5183A04B,LOVE_PERSONA_CONTROL_TRUTH,PER-0029,"[""P-MILO""]","{""controller_entity_id"":""P-MILO"",""persona_profile_id"":""PER-0029"",""truth_category"":""FRAUD_PERSONA""}",REQUIRED,"Converted protected truth row from love_persona_control_truth.csv, source row 29.",2026.07.18.1
LOVE_LEASHES_OFFSHORE,ASSERT-LOVE_PERSONA_CONTROL_TRUTH-F220EC325DCB217C,LOVE_PERSONA_CONTROL_TRUTH,PER-0030,"[""P-QUINN""]","{""controller_entity_id"":""P-QUINN"",""persona_profile_id"":""PER-0030"",""truth_category"":""FRAUD_PERSONA""}",REQUIRED,"Converted protected truth row from love_persona_control_truth.csv, source row 30.",2026.07.18.1
LOVE_LEASHES_OFFSHORE,ASSERT-LOVE_PERSONA_CONTROL_TRUTH-33FFC5A043D3EDD9,LOVE_PERSONA_CONTROL_TRUTH,PER-0031,"[""P-SERENA""]","{""controller_entity_id"":""P-SERENA"",""persona_profile_id"":""PER-0031"",""truth_category"":""FRAUD_PERSONA""}",REQUIRED,"Converted protected truth row from love_persona_control_truth.csv, source row 31.",2026.07.18.1
LOVE_LEASHES_OFFSHORE,ASSERT-LOVE_PERSONA_CONTROL_TRUTH-F3ACDEEB7B349BBF,LOVE_PERSONA_CONTROL_TRUTH,PER-0032,"[""P-ADRIAN""]","{""controller_entity_id"":""P-ADRIAN"",""persona_profile_id"":""PER-0032"",""truth_category"":""FRAUD_PERSONA""}",REQUIRED,"Converted protected truth row from love_persona_control_truth.csv, source row 32.",2026.07.18.1
LOVE_LEASHES_OFFSHORE,ASSERT-LOVE_PERSONA_CONTROL_TRUTH-9532EB52DBC1B019,LOVE_PERSONA_CONTROL_TRUTH,PER-0033,"[""P-KENDRA""]","{""controller_entity_id"":""P-KENDRA"",""persona_profile_id"":""PER-0033"",""truth_category"":""FRAUD_PERSONA""}",REQUIRED,"Converted protected truth row from love_persona_control_truth.csv, source row 33.",2026.07.18.1
LOVE_LEASHES_OFFSHORE,ASSERT-LOVE_PERSONA_CONTROL_TRUTH-C4162B561D638BB5,LOVE_PERSONA_CONTROL_TRUTH,PER-0034,"[""P-MILO""]","{""controller_entity_id"":""P-MILO"",""persona_profile_id"":""PER-0034"",""truth_category"":""FRAUD_PERSONA""}",REQUIRED,"Converted protected truth row from love_persona_control_truth.csv, source row 34.",2026.07.18.1
LOVE_LEASHES_OFFSHORE,ASSERT-LOVE_PERSONA_CONTROL_TRUTH-4012DA8C9227EC89,LOVE_PERSONA_CONTROL_TRUTH,PER-0035,"[""P-QUINN""]","{""controller_entity_id"":""P-QUINN"",""persona_profile_id"":""PER-0035"",""truth_category"":""FRAUD_PERSONA""}",REQUIRED,"Converted protected truth row from love_persona_control_truth.csv, source row 35.",2026.07.18.1
LOVE_LEASHES_OFFSHORE,ASSERT-LOVE_PERSONA_CONTROL_TRUTH-2EFB32211F1EEB2D,LOVE_PERSONA_CONTROL_TRUTH,PER-0036,"[""P-SERENA""]","{""controller_entity_id"":""P-SERENA"",""persona_profile_id"":""PER-0036"",""truth_category"":""FRAUD_PERSONA""}",REQUIRED,"Converted protected truth row from love_persona_control_truth.csv, source row 36.",2026.07.18.1
LOVE_LEASHES_OFFSHORE,ASSERT-LOVE_PERSONA_CONTROL_TRUTH-63EB13E7EB72CD48,LOVE_PERSONA_CONTROL_TRUTH,PER-0037,"[""P-ADRIAN""]","{""controller_entity_id"":""P-ADRIAN"",""persona_profile_id"":""PER-0037"",""truth_category"":""FRAUD_PERSONA""}",REQUIRED,"Converted protected truth row from love_persona_control_truth.csv, source row 37.",2026.07.18.1
LOVE_LEASHES_OFFSHORE,ASSERT-LOVE_PERSONA_CONTROL_TRUTH-B191C57C6B661CB2,LOVE_PERSONA_CONTROL_TRUTH,PER-0038,"[""P-KENDRA""]","{""controller_entity_id"":""P-KENDRA"",""persona_profile_id"":""PER-0038"",""truth_category"":""FRAUD_PERSONA""}",REQUIRED,"Converted protected truth row from love_persona_control_truth.csv, source row 38.",2026.07.18.1
LOVE_LEASHES_OFFSHORE,ASSERT-LOVE_PERSONA_CONTROL_TRUTH-49B2A630C2D17EA5,LOVE_PERSONA_CONTROL_TRUTH,PER-0039,"[""P-MILO""]","{""controller_entity_id"":""P-MILO"",""persona_profile_id"":""PER-0039"",""truth_category"":""FRAUD_PERSONA""}",REQUIRED,"Converted protected truth row from love_persona_control_truth.csv, source row 39.",2026.07.18.1
LOVE_LEASHES_OFFSHORE,ASSERT-LOVE_PERSONA_CONTROL_TRUTH-8343DE5010728672,LOVE_PERSONA_CONTROL_TRUTH,PER-0040,"[""P-QUINN""]","{""controller_entity_id"":""P-QUINN"",""persona_profile_id"":""PER-0040"",""truth_category"":""FRAUD_PERSONA""}",REQUIRED,"Converted protected truth row from love_persona_control_truth.csv, source row 40.",2026.07.18.1
LOVE_LEASHES_OFFSHORE,ASSERT-LOVE_PERSONA_CONTROL_TRUTH-EB67338BF4E61447,LOVE_PERSONA_CONTROL_TRUTH,PER-0041,"[""P-SERENA""]","{""controller_entity_id"":""P-SERENA"",""persona_profile_id"":""PER-0041"",""truth_category"":""FRAUD_PERSONA""}",REQUIRED,"Converted protected truth row from love_persona_control_truth.csv, source row 41.",2026.07.18.1
LOVE_LEASHES_OFFSHORE,ASSERT-LOVE_PERSONA_CONTROL_TRUTH-FCE04436BDB8986D,LOVE_PERSONA_CONTROL_TRUTH,PER-0042,"[""P-ADRIAN""]","{""controller_entity_id"":""P-ADRIAN"",""persona_profile_id"":""PER-0042"",""truth_category"":""FRAUD_PERSONA""}",REQUIRED,"Converted protected truth row from love_persona_control_truth.csv, source row 42.",2026.07.18.1
LOVE_LEASHES_OFFSHORE,ASSERT-LOVE_PERSONA_CONTROL_TRUTH-BE4F15F514CFCA90,LOVE_PERSONA_CONTROL_TRUTH,PER-0043,"[""P-KENDRA""]","{""controller_entity_id"":""P-KENDRA"",""persona_profile_id"":""PER-0043"",""truth_category"":""FRAUD_PERSONA""}",REQUIRED,"Converted protected truth row from love_persona_control_truth.csv, source row 43.",2026.07.18.1
LOVE_LEASHES_OFFSHORE,ASSERT-LOVE_PERSONA_CONTROL_TRUTH-05BED1031A194186,LOVE_PERSONA_CONTROL_TRUTH,PER-0044,"[""P-MILO""]","{""controller_entity_id"":""P-MILO"",""persona_profile_id"":""PER-0044"",""truth_category"":""FRAUD_PERSONA""}",REQUIRED,"Converted protected truth row from love_persona_control_truth.csv, source row 44.",2026.07.18.1
LOVE_LEASHES_OFFSHORE,ASSERT-LOVE_PERSONA_CONTROL_TRUTH-371CD50AB99301E6,LOVE_PERSONA_CONTROL_TRUTH,PER-0045,"[""P-QUINN""]","{""controller_entity_id"":""P-QUINN"",""persona_profile_id"":""PER-0045"",""truth_category"":""FRAUD_PERSONA""}",REQUIRED,"Converted protected truth row from love_persona_control_truth.csv, source row 45.",2026.07.18.1
LOVE_LEASHES_OFFSHORE,ASSERT-LOVE_PERSONA_CONTROL_TRUTH-AFFCE1BEDB8887B4,LOVE_PERSONA_CONTROL_TRUTH,PER-0046,"[""P-SERENA""]","{""controller_entity_id"":""P-SERENA"",""persona_profile_id"":""PER-0046"",""truth_category"":""FRAUD_PERSONA""}",REQUIRED,"Converted protected truth row from love_persona_control_truth.csv, source row 46.",2026.07.18.1
LOVE_LEASHES_OFFSHORE,ASSERT-LOVE_PERSONA_CONTROL_TRUTH-0A2B26188DFF6DCF,LOVE_PERSONA_CONTROL_TRUTH,PER-0047,"[""P-ADRIAN""]","{""controller_entity_id"":""P-ADRIAN"",""persona_profile_id"":""PER-0047"",""truth_category"":""FRAUD_PERSONA""}",REQUIRED,"Converted protected truth row from love_persona_control_truth.csv, source row 47.",2026.07.18.1
LOVE_LEASHES_OFFSHORE,ASSERT-LOVE_PERSONA_CONTROL_TRUTH-CC30B5091AF887F1,LOVE_PERSONA_CONTROL_TRUTH,PER-0048,"[""P-KENDRA""]","{""controller_entity_id"":""P-KENDRA"",""persona_profile_id"":""PER-0048"",""truth_category"":""FRAUD_PERSONA""}",REQUIRED,"Converted protected truth row from love_persona_control_truth.csv, source row 48.",2026.07.18.1
LOVE_LEASHES_OFFSHORE,ASSERT-LOVE_PERSONA_CONTROL_TRUTH-3D07F6E769432C88,LOVE_PERSONA_CONTROL_TRUTH,PER-0049,"[""P-MILO""]","{""controller_entity_id"":""P-MILO"",""persona_profile_id"":""PER-0049"",""truth_category"":""FRAUD_PERSONA""}",REQUIRED,"Converted protected truth row from love_persona_control_truth.csv, source row 49.",2026.07.18.1
LOVE_LEASHES_OFFSHORE,ASSERT-LOVE_PERSONA_CONTROL_TRUTH-B57B2229C3B381F9,LOVE_PERSONA_CONTROL_TRUTH,PER-0050,"[""P-QUINN""]","{""controller_entity_id"":""P-QUINN"",""persona_profile_id"":""PER-0050"",""truth_category"":""FRAUD_PERSONA""}",REQUIRED,"Converted protected truth row from love_persona_control_truth.csv, source row 50.",2026.07.18.1
LOVE_LEASHES_OFFSHORE,ASSERT-LOVE_PERSONA_CONTROL_TRUTH-175D5D89719CE33C,LOVE_PERSONA_CONTROL_TRUTH,PER-0051,"[""P-SERENA""]","{""controller_entity_id"":""P-SERENA"",""persona_profile_id"":""PER-0051"",""truth_category"":""FRAUD_PERSONA""}",REQUIRED,"Converted protected truth row from love_persona_control_truth.csv, source row 51.",2026.07.18.1
LOVE_LEASHES_OFFSHORE,ASSERT-LOVE_PERSONA_CONTROL_TRUTH-8F89A9235FC43108,LOVE_PERSONA_CONTROL_TRUTH,PER-0052,"[""P-ADRIAN""]","{""controller_entity_id"":""P-ADRIAN"",""persona_profile_id"":""PER-0052"",""truth_category"":""FRAUD_PERSONA""}",REQUIRED,"Converted protected truth row from love_persona_control_truth.csv, source row 52.",2026.07.18.1
LOVE_LEASHES_OFFSHORE,ASSERT-LOVE_PERSONA_CONTROL_TRUTH-0A18DF51DCFAEC6F,LOVE_PERSONA_CONTROL_TRUTH,PER-0053,"[""P-KENDRA""]","{""controller_entity_id"":""P-KENDRA"",""persona_profile_id"":""PER-0053"",""truth_category"":""FRAUD_PERSONA""}",REQUIRED,"Converted protected truth row from love_persona_control_truth.csv, source row 53.",2026.07.18.1
LOVE_LEASHES_OFFSHORE,ASSERT-LOVE_PERSONA_CONTROL_TRUTH-E8EF231EF4B935FF,LOVE_PERSONA_CONTROL_TRUTH,PER-0054,"[""P-MILO""]","{""controller_entity_id"":""P-MILO"",""persona_profile_id"":""PER-0054"",""truth_category"":""FRAUD_PERSONA""}",REQUIRED,"Converted protected truth row from love_persona_control_truth.csv, source row 54.",2026.07.18.1
LOVE_LEASHES_OFFSHORE,ASSERT-LOVE_PERSONA_CONTROL_TRUTH-BD48F2F468F910B9,LOVE_PERSONA_CONTROL_TRUTH,PER-0055,"[""P-QUINN""]","{""controller_entity_id"":""P-QUINN"",""persona_profile_id"":""PER-0055"",""truth_category"":""FRAUD_PERSONA""}",REQUIRED,"Converted protected truth row from love_persona_control_truth.csv, source row 55.",2026.07.18.1
LOVE_LEASHES_OFFSHORE,ASSERT-LOVE_PERSONA_CONTROL_TRUTH-D1F459E347497BA1,LOVE_PERSONA_CONTROL_TRUTH,PER-0056,"[""P-SERENA""]","{""controller_entity_id"":""P-SERENA"",""persona_profile_id"":""PER-0056"",""truth_category"":""FRAUD_PERSONA""}",REQUIRED,"Converted protected truth row from love_persona_control_truth.csv, source row 56.",2026.07.18.1
LOVE_LEASHES_OFFSHORE,ASSERT-LOVE_PERSONA_CONTROL_TRUTH-6424C07E87AB52A8,LOVE_PERSONA_CONTROL_TRUTH,PER-0057,"[""P-ADRIAN""]","{""controller_entity_id"":""P-ADRIAN"",""persona_profile_id"":""PER-0057"",""truth_category"":""FRAUD_PERSONA""}",REQUIRED,"Converted protected truth row from love_persona_control_truth.csv, source row 57.",2026.07.18.1
LOVE_LEASHES_OFFSHORE,ASSERT-LOVE_PERSONA_CONTROL_TRUTH-C66A535F957D53F9,LOVE_PERSONA_CONTROL_TRUTH,PER-0058,"[""P-KENDRA""]","{""controller_entity_id"":""P-KENDRA"",""persona_profile_id"":""PER-0058"",""truth_category"":""FRAUD_PERSONA""}",REQUIRED,"Converted protected truth row from love_persona_control_truth.csv, source row 58.",2026.07.18.1
LOVE_LEASHES_OFFSHORE,ASSERT-LOVE_PERSONA_CONTROL_TRUTH-A29A953620BCC28C,LOVE_PERSONA_CONTROL_TRUTH,PER-0059,"[""P-MILO""]","{""controller_entity_id"":""P-MILO"",""persona_profile_id"":""PER-0059"",""truth_category"":""FRAUD_PERSONA""}",REQUIRED,"Converted protected truth row from love_persona_control_truth.csv, source row 59.",2026.07.18.1
LOVE_LEASHES_OFFSHORE,ASSERT-LOVE_PERSONA_CONTROL_TRUTH-747F339DA3EA4111,LOVE_PERSONA_CONTROL_TRUTH,PER-0060,"[""P-QUINN""]","{""controller_entity_id"":""P-QUINN"",""persona_profile_id"":""PER-0060"",""truth_category"":""FRAUD_PERSONA""}",REQUIRED,"Converted protected truth row from love_persona_control_truth.csv, source row 60.",2026.07.18.1
LOVE_LEASHES_OFFSHORE,ASSERT-LOVE_PERSONA_CONTROL_TRUTH-7E55161C831314DC,LOVE_PERSONA_CONTROL_TRUTH,PER-0061,"[""P-SERENA""]","{""controller_entity_id"":""P-SERENA"",""persona_profile_id"":""PER-0061"",""truth_category"":""FRAUD_PERSONA""}",REQUIRED,"Converted protected truth row from love_persona_control_truth.csv, source row 61.",2026.07.18.1
LOVE_LEASHES_OFFSHORE,ASSERT-LOVE_PERSONA_CONTROL_TRUTH-A468992E3EEE7791,LOVE_PERSONA_CONTROL_TRUTH,PER-0062,"[""P-ADRIAN""]","{""controller_entity_id"":""P-ADRIAN"",""persona_profile_id"":""PER-0062"",""truth_category"":""FRAUD_PERSONA""}",REQUIRED,"Converted protected truth row from love_persona_control_truth.csv, source row 62.",2026.07.18.1
LOVE_LEASHES_OFFSHORE,ASSERT-LOVE_PERSONA_CONTROL_TRUTH-B2734FBFBE769670,LOVE_PERSONA_CONTROL_TRUTH,PER-0063,"[""P-KENDRA""]","{""controller_entity_id"":""P-KENDRA"",""persona_profile_id"":""PER-0063"",""truth_category"":""FRAUD_PERSONA""}",REQUIRED,"Converted protected truth row from love_persona_control_truth.csv, source row 63.",2026.07.18.1
LOVE_LEASHES_OFFSHORE,ASSERT-LOVE_PERSONA_CONTROL_TRUTH-26CE09F1B81FB63F,LOVE_PERSONA_CONTROL_TRUTH,PER-0064,"[""P-MILO""]","{""controller_entity_id"":""P-MILO"",""persona_profile_id"":""PER-0064"",""truth_category"":""FRAUD_PERSONA""}",REQUIRED,"Converted protected truth row from love_persona_control_truth.csv, source row 64.",2026.07.18.1
LOVE_LEASHES_OFFSHORE,ASSERT-LOVE_PERSONA_CONTROL_TRUTH-FF456CA50879A6A2,LOVE_PERSONA_CONTROL_TRUTH,PER-0065,"[""P-QUINN""]","{""controller_entity_id"":""P-QUINN"",""persona_profile_id"":""PER-0065"",""truth_category"":""FRAUD_PERSONA""}",REQUIRED,"Converted protected truth row from love_persona_control_truth.csv, source row 65.",2026.07.18.1
LOVE_LEASHES_OFFSHORE,ASSERT-LOVE_PERSONA_CONTROL_TRUTH-D843A2E61D97A7B0,LOVE_PERSONA_CONTROL_TRUTH,PER-0066,"[""P-SERENA""]","{""controller_entity_id"":""P-SERENA"",""persona_profile_id"":""PER-0066"",""truth_category"":""FRAUD_PERSONA""}",REQUIRED,"Converted protected truth row from love_persona_control_truth.csv, source row 66.",2026.07.18.1
LOVE_LEASHES_OFFSHORE,ASSERT-LOVE_PERSONA_CONTROL_TRUTH-961BB40377D90B5B,LOVE_PERSONA_CONTROL_TRUTH,PER-0067,"[""P-ADRIAN""]","{""controller_entity_id"":""P-ADRIAN"",""persona_profile_id"":""PER-0067"",""truth_category"":""FRAUD_PERSONA""}",REQUIRED,"Converted protected truth row from love_persona_control_truth.csv, source row 67.",2026.07.18.1
