case_id,profile_code,record_id,attribute_name,attribute_type,string_value,integer_value,decimal_value,boolean_value,date_value,timestamp_value,json_value,is_masked,ordinal,source_dataset,source_column,snapshot_version
DOWNLINE,ADULT,COMMISSION-0002,source_system_id,STRING,COMMISSION_ENGINE,,,,,,,false,10,genie/adult/commissions.csv,source_system_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0003,commission_id,STRING,COMMISSION-0003,,,,,,,false,1,genie/adult/commissions.csv,commission_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0003,beneficiary_person_record_id,STRING,PR-QUINCY-01,,,,,,,false,2,genie/adult/commissions.csv,beneficiary_person_record_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0003,commission_type,STRING,RANK_ADVANCEMENT,,,,,,,false,3,genie/adult/commissions.csv,commission_type,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0003,calculation_date,DATE,,,,,2025-01-17,,,false,4,genie/adult/commissions.csv,calculation_date,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0003,related_object_id,STRING,SP-003,,,,,,,false,5,genie/adult/commissions.csv,related_object_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0003,commission_basis,STRING,"new participant, downline rank or team purchase volume",,,,,,,false,6,genie/adult/commissions.csv,commission_basis,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0003,amount,DECIMAL,,,125.00,,,,,false,7,genie/adult/commissions.csv,amount,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0003,currency,STRING,BSC,,,,,,,false,8,genie/adult/commissions.csv,currency,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0003,commission_batch_id,STRING,CB-0001,,,,,,,false,9,genie/adult/commissions.csv,commission_batch_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0003,source_system_id,STRING,COMMISSION_ENGINE,,,,,,,false,10,genie/adult/commissions.csv,source_system_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0004,commission_id,STRING,COMMISSION-0004,,,,,,,false,1,genie/adult/commissions.csv,commission_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0004,beneficiary_person_record_id,STRING,PR-BRUNO-01,,,,,,,false,2,genie/adult/commissions.csv,beneficiary_person_record_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0004,commission_type,STRING,TEAM_VOLUME,,,,,,,false,3,genie/adult/commissions.csv,commission_type,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0004,calculation_date,DATE,,,,,2025-01-18,,,false,4,genie/adult/commissions.csv,calculation_date,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0004,related_object_id,STRING,SP-004,,,,,,,false,5,genie/adult/commissions.csv,related_object_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0004,commission_basis,STRING,"new participant, downline rank or team purchase volume",,,,,,,false,6,genie/adult/commissions.csv,commission_basis,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0004,amount,DECIMAL,,,160.00,,,,,false,7,genie/adult/commissions.csv,amount,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0004,currency,STRING,BSC,,,,,,,false,8,genie/adult/commissions.csv,currency,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0004,commission_batch_id,STRING,CB-0001,,,,,,,false,9,genie/adult/commissions.csv,commission_batch_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0004,source_system_id,STRING,COMMISSION_ENGINE,,,,,,,false,10,genie/adult/commissions.csv,source_system_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0005,commission_id,STRING,COMMISSION-0005,,,,,,,false,1,genie/adult/commissions.csv,commission_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0005,beneficiary_person_record_id,STRING,PR-REX-01,,,,,,,false,2,genie/adult/commissions.csv,beneficiary_person_record_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0005,commission_type,STRING,DIRECT_RECRUITMENT,,,,,,,false,3,genie/adult/commissions.csv,commission_type,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0005,calculation_date,DATE,,,,,2025-01-19,,,false,4,genie/adult/commissions.csv,calculation_date,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0005,related_object_id,STRING,SP-005,,,,,,,false,5,genie/adult/commissions.csv,related_object_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0005,commission_basis,STRING,"new participant, downline rank or team purchase volume",,,,,,,false,6,genie/adult/commissions.csv,commission_basis,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0005,amount,DECIMAL,,,195.00,,,,,false,7,genie/adult/commissions.csv,amount,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0005,currency,STRING,BSC,,,,,,,false,8,genie/adult/commissions.csv,currency,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0005,commission_batch_id,STRING,CB-0001,,,,,,,false,9,genie/adult/commissions.csv,commission_batch_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0005,source_system_id,STRING,COMMISSION_ENGINE,,,,,,,false,10,genie/adult/commissions.csv,source_system_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0006,commission_id,STRING,COMMISSION-0006,,,,,,,false,1,genie/adult/commissions.csv,commission_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0006,beneficiary_person_record_id,STRING,PR-CELESTE-01,,,,,,,false,2,genie/adult/commissions.csv,beneficiary_person_record_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0006,commission_type,STRING,GENERATION_OVERRIDE,,,,,,,false,3,genie/adult/commissions.csv,commission_type,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0006,calculation_date,DATE,,,,,2025-01-20,,,false,4,genie/adult/commissions.csv,calculation_date,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0006,related_object_id,STRING,SP-006,,,,,,,false,5,genie/adult/commissions.csv,related_object_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0006,commission_basis,STRING,"new participant, downline rank or team purchase volume",,,,,,,false,6,genie/adult/commissions.csv,commission_basis,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0006,amount,DECIMAL,,,230.00,,,,,false,7,genie/adult/commissions.csv,amount,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0006,currency,STRING,BSC,,,,,,,false,8,genie/adult/commissions.csv,currency,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0006,commission_batch_id,STRING,CB-0001,,,,,,,false,9,genie/adult/commissions.csv,commission_batch_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0006,source_system_id,STRING,COMMISSION_ENGINE,,,,,,,false,10,genie/adult/commissions.csv,source_system_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0007,commission_id,STRING,COMMISSION-0007,,,,,,,false,1,genie/adult/commissions.csv,commission_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0007,beneficiary_person_record_id,STRING,PR-QUINCY-01,,,,,,,false,2,genie/adult/commissions.csv,beneficiary_person_record_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0007,commission_type,STRING,RANK_ADVANCEMENT,,,,,,,false,3,genie/adult/commissions.csv,commission_type,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0007,calculation_date,DATE,,,,,2025-01-21,,,false,4,genie/adult/commissions.csv,calculation_date,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0007,related_object_id,STRING,SP-007,,,,,,,false,5,genie/adult/commissions.csv,related_object_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0007,commission_basis,STRING,"new participant, downline rank or team purchase volume",,,,,,,false,6,genie/adult/commissions.csv,commission_basis,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0007,amount,DECIMAL,,,265.00,,,,,false,7,genie/adult/commissions.csv,amount,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0007,currency,STRING,BSC,,,,,,,false,8,genie/adult/commissions.csv,currency,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0007,commission_batch_id,STRING,CB-0001,,,,,,,false,9,genie/adult/commissions.csv,commission_batch_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0007,source_system_id,STRING,COMMISSION_ENGINE,,,,,,,false,10,genie/adult/commissions.csv,source_system_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0008,commission_id,STRING,COMMISSION-0008,,,,,,,false,1,genie/adult/commissions.csv,commission_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0008,beneficiary_person_record_id,STRING,PR-BRUNO-01,,,,,,,false,2,genie/adult/commissions.csv,beneficiary_person_record_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0008,commission_type,STRING,TEAM_VOLUME,,,,,,,false,3,genie/adult/commissions.csv,commission_type,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0008,calculation_date,DATE,,,,,2025-01-22,,,false,4,genie/adult/commissions.csv,calculation_date,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0008,related_object_id,STRING,SP-008,,,,,,,false,5,genie/adult/commissions.csv,related_object_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0008,commission_basis,STRING,"new participant, downline rank or team purchase volume",,,,,,,false,6,genie/adult/commissions.csv,commission_basis,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0008,amount,DECIMAL,,,300.00,,,,,false,7,genie/adult/commissions.csv,amount,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0008,currency,STRING,BSC,,,,,,,false,8,genie/adult/commissions.csv,currency,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0008,commission_batch_id,STRING,CB-0001,,,,,,,false,9,genie/adult/commissions.csv,commission_batch_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0008,source_system_id,STRING,COMMISSION_ENGINE,,,,,,,false,10,genie/adult/commissions.csv,source_system_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0009,commission_id,STRING,COMMISSION-0009,,,,,,,false,1,genie/adult/commissions.csv,commission_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0009,beneficiary_person_record_id,STRING,PR-REX-01,,,,,,,false,2,genie/adult/commissions.csv,beneficiary_person_record_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0009,commission_type,STRING,DIRECT_RECRUITMENT,,,,,,,false,3,genie/adult/commissions.csv,commission_type,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0009,calculation_date,DATE,,,,,2025-01-23,,,false,4,genie/adult/commissions.csv,calculation_date,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0009,related_object_id,STRING,SP-009,,,,,,,false,5,genie/adult/commissions.csv,related_object_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0009,commission_basis,STRING,"new participant, downline rank or team purchase volume",,,,,,,false,6,genie/adult/commissions.csv,commission_basis,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0009,amount,DECIMAL,,,335.00,,,,,false,7,genie/adult/commissions.csv,amount,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0009,currency,STRING,BSC,,,,,,,false,8,genie/adult/commissions.csv,currency,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0009,commission_batch_id,STRING,CB-0002,,,,,,,false,9,genie/adult/commissions.csv,commission_batch_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0009,source_system_id,STRING,COMMISSION_ENGINE,,,,,,,false,10,genie/adult/commissions.csv,source_system_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0010,commission_id,STRING,COMMISSION-0010,,,,,,,false,1,genie/adult/commissions.csv,commission_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0010,beneficiary_person_record_id,STRING,PR-CELESTE-01,,,,,,,false,2,genie/adult/commissions.csv,beneficiary_person_record_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0010,commission_type,STRING,GENERATION_OVERRIDE,,,,,,,false,3,genie/adult/commissions.csv,commission_type,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0010,calculation_date,DATE,,,,,2025-01-24,,,false,4,genie/adult/commissions.csv,calculation_date,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0010,related_object_id,STRING,SP-010,,,,,,,false,5,genie/adult/commissions.csv,related_object_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0010,commission_basis,STRING,"new participant, downline rank or team purchase volume",,,,,,,false,6,genie/adult/commissions.csv,commission_basis,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0010,amount,DECIMAL,,,55.00,,,,,false,7,genie/adult/commissions.csv,amount,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0010,currency,STRING,BSC,,,,,,,false,8,genie/adult/commissions.csv,currency,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0010,commission_batch_id,STRING,CB-0002,,,,,,,false,9,genie/adult/commissions.csv,commission_batch_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0010,source_system_id,STRING,COMMISSION_ENGINE,,,,,,,false,10,genie/adult/commissions.csv,source_system_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0011,commission_id,STRING,COMMISSION-0011,,,,,,,false,1,genie/adult/commissions.csv,commission_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0011,beneficiary_person_record_id,STRING,PR-QUINCY-01,,,,,,,false,2,genie/adult/commissions.csv,beneficiary_person_record_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0011,commission_type,STRING,RANK_ADVANCEMENT,,,,,,,false,3,genie/adult/commissions.csv,commission_type,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0011,calculation_date,DATE,,,,,2025-01-25,,,false,4,genie/adult/commissions.csv,calculation_date,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0011,related_object_id,STRING,SP-011,,,,,,,false,5,genie/adult/commissions.csv,related_object_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0011,commission_basis,STRING,"new participant, downline rank or team purchase volume",,,,,,,false,6,genie/adult/commissions.csv,commission_basis,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0011,amount,DECIMAL,,,90.00,,,,,false,7,genie/adult/commissions.csv,amount,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0011,currency,STRING,BSC,,,,,,,false,8,genie/adult/commissions.csv,currency,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0011,commission_batch_id,STRING,CB-0002,,,,,,,false,9,genie/adult/commissions.csv,commission_batch_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0011,source_system_id,STRING,COMMISSION_ENGINE,,,,,,,false,10,genie/adult/commissions.csv,source_system_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0012,commission_id,STRING,COMMISSION-0012,,,,,,,false,1,genie/adult/commissions.csv,commission_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0012,beneficiary_person_record_id,STRING,PR-BRUNO-01,,,,,,,false,2,genie/adult/commissions.csv,beneficiary_person_record_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0012,commission_type,STRING,TEAM_VOLUME,,,,,,,false,3,genie/adult/commissions.csv,commission_type,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0012,calculation_date,DATE,,,,,2025-01-26,,,false,4,genie/adult/commissions.csv,calculation_date,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0012,related_object_id,STRING,SP-012,,,,,,,false,5,genie/adult/commissions.csv,related_object_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0012,commission_basis,STRING,"new participant, downline rank or team purchase volume",,,,,,,false,6,genie/adult/commissions.csv,commission_basis,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0012,amount,DECIMAL,,,125.00,,,,,false,7,genie/adult/commissions.csv,amount,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0012,currency,STRING,BSC,,,,,,,false,8,genie/adult/commissions.csv,currency,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0012,commission_batch_id,STRING,CB-0002,,,,,,,false,9,genie/adult/commissions.csv,commission_batch_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0012,source_system_id,STRING,COMMISSION_ENGINE,,,,,,,false,10,genie/adult/commissions.csv,source_system_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0013,commission_id,STRING,COMMISSION-0013,,,,,,,false,1,genie/adult/commissions.csv,commission_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0013,beneficiary_person_record_id,STRING,PR-REX-01,,,,,,,false,2,genie/adult/commissions.csv,beneficiary_person_record_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0013,commission_type,STRING,DIRECT_RECRUITMENT,,,,,,,false,3,genie/adult/commissions.csv,commission_type,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0013,calculation_date,DATE,,,,,2025-01-27,,,false,4,genie/adult/commissions.csv,calculation_date,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0013,related_object_id,STRING,SP-013,,,,,,,false,5,genie/adult/commissions.csv,related_object_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0013,commission_basis,STRING,"new participant, downline rank or team purchase volume",,,,,,,false,6,genie/adult/commissions.csv,commission_basis,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0013,amount,DECIMAL,,,160.00,,,,,false,7,genie/adult/commissions.csv,amount,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0013,currency,STRING,BSC,,,,,,,false,8,genie/adult/commissions.csv,currency,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0013,commission_batch_id,STRING,CB-0002,,,,,,,false,9,genie/adult/commissions.csv,commission_batch_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0013,source_system_id,STRING,COMMISSION_ENGINE,,,,,,,false,10,genie/adult/commissions.csv,source_system_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0014,commission_id,STRING,COMMISSION-0014,,,,,,,false,1,genie/adult/commissions.csv,commission_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0014,beneficiary_person_record_id,STRING,PR-CELESTE-01,,,,,,,false,2,genie/adult/commissions.csv,beneficiary_person_record_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0014,commission_type,STRING,GENERATION_OVERRIDE,,,,,,,false,3,genie/adult/commissions.csv,commission_type,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0014,calculation_date,DATE,,,,,2025-01-28,,,false,4,genie/adult/commissions.csv,calculation_date,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0014,related_object_id,STRING,SP-014,,,,,,,false,5,genie/adult/commissions.csv,related_object_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0014,commission_basis,STRING,"new participant, downline rank or team purchase volume",,,,,,,false,6,genie/adult/commissions.csv,commission_basis,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0014,amount,DECIMAL,,,195.00,,,,,false,7,genie/adult/commissions.csv,amount,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0014,currency,STRING,BSC,,,,,,,false,8,genie/adult/commissions.csv,currency,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0014,commission_batch_id,STRING,CB-0002,,,,,,,false,9,genie/adult/commissions.csv,commission_batch_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0014,source_system_id,STRING,COMMISSION_ENGINE,,,,,,,false,10,genie/adult/commissions.csv,source_system_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0015,commission_id,STRING,COMMISSION-0015,,,,,,,false,1,genie/adult/commissions.csv,commission_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0015,beneficiary_person_record_id,STRING,PR-QUINCY-01,,,,,,,false,2,genie/adult/commissions.csv,beneficiary_person_record_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0015,commission_type,STRING,RANK_ADVANCEMENT,,,,,,,false,3,genie/adult/commissions.csv,commission_type,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0015,calculation_date,DATE,,,,,2025-01-29,,,false,4,genie/adult/commissions.csv,calculation_date,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0015,related_object_id,STRING,SP-015,,,,,,,false,5,genie/adult/commissions.csv,related_object_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0015,commission_basis,STRING,"new participant, downline rank or team purchase volume",,,,,,,false,6,genie/adult/commissions.csv,commission_basis,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0015,amount,DECIMAL,,,230.00,,,,,false,7,genie/adult/commissions.csv,amount,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0015,currency,STRING,BSC,,,,,,,false,8,genie/adult/commissions.csv,currency,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0015,commission_batch_id,STRING,CB-0002,,,,,,,false,9,genie/adult/commissions.csv,commission_batch_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0015,source_system_id,STRING,COMMISSION_ENGINE,,,,,,,false,10,genie/adult/commissions.csv,source_system_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0016,commission_id,STRING,COMMISSION-0016,,,,,,,false,1,genie/adult/commissions.csv,commission_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0016,beneficiary_person_record_id,STRING,PR-BRUNO-01,,,,,,,false,2,genie/adult/commissions.csv,beneficiary_person_record_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0016,commission_type,STRING,TEAM_VOLUME,,,,,,,false,3,genie/adult/commissions.csv,commission_type,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0016,calculation_date,DATE,,,,,2025-01-30,,,false,4,genie/adult/commissions.csv,calculation_date,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0016,related_object_id,STRING,SP-016,,,,,,,false,5,genie/adult/commissions.csv,related_object_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0016,commission_basis,STRING,"new participant, downline rank or team purchase volume",,,,,,,false,6,genie/adult/commissions.csv,commission_basis,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0016,amount,DECIMAL,,,265.00,,,,,false,7,genie/adult/commissions.csv,amount,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0016,currency,STRING,BSC,,,,,,,false,8,genie/adult/commissions.csv,currency,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0016,commission_batch_id,STRING,CB-0002,,,,,,,false,9,genie/adult/commissions.csv,commission_batch_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0016,source_system_id,STRING,COMMISSION_ENGINE,,,,,,,false,10,genie/adult/commissions.csv,source_system_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0017,commission_id,STRING,COMMISSION-0017,,,,,,,false,1,genie/adult/commissions.csv,commission_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0017,beneficiary_person_record_id,STRING,PR-REX-01,,,,,,,false,2,genie/adult/commissions.csv,beneficiary_person_record_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0017,commission_type,STRING,DIRECT_RECRUITMENT,,,,,,,false,3,genie/adult/commissions.csv,commission_type,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0017,calculation_date,DATE,,,,,2025-01-31,,,false,4,genie/adult/commissions.csv,calculation_date,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0017,related_object_id,STRING,SP-017,,,,,,,false,5,genie/adult/commissions.csv,related_object_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0017,commission_basis,STRING,"new participant, downline rank or team purchase volume",,,,,,,false,6,genie/adult/commissions.csv,commission_basis,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0017,amount,DECIMAL,,,300.00,,,,,false,7,genie/adult/commissions.csv,amount,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0017,currency,STRING,BSC,,,,,,,false,8,genie/adult/commissions.csv,currency,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0017,commission_batch_id,STRING,CB-0003,,,,,,,false,9,genie/adult/commissions.csv,commission_batch_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0017,source_system_id,STRING,COMMISSION_ENGINE,,,,,,,false,10,genie/adult/commissions.csv,source_system_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0018,commission_id,STRING,COMMISSION-0018,,,,,,,false,1,genie/adult/commissions.csv,commission_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0018,beneficiary_person_record_id,STRING,PR-CELESTE-01,,,,,,,false,2,genie/adult/commissions.csv,beneficiary_person_record_id,2026.07.18.1
