case_id,profile_code,match_id,rule_id,relationship_type,left_record_id,right_record_id,exact_field,masked_exact_value,normalization_version,generation_mode,framework_semantics,actual_engine_run,ambiguity_warning,supporting_record_ids_json,snapshot_version
BISCUIT_RELIEF,PUPPY,GF-0015,GF-PAYOUT-01,SAME_PAYOUT_ACCOUNT,SETTLE-0007,A-GBRF-6401,destination_account_id,••••6401,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,Exact payout account identifies where settlements landed.,"[""SETTLE-0007""]",2026.07.19.3
BISCUIT_RELIEF,PUPPY,GF-0016,GF-PAYOUT-01,SAME_PAYOUT_ACCOUNT,SETTLE-0008,A-GBRF-6401,destination_account_id,••••6401,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,Exact payout account identifies where settlements landed.,"[""SETTLE-0008""]",2026.07.19.3
BISCUIT_RELIEF,PUPPY,GF-0017,GF-BENEFICIARY-01,SAME_BENEFICIARY_ACCOUNT,VINV-0001,A-GILDED-4512,beneficiary_account_id,••••4512,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,Invoice beneficiary supports association; control needs separate evidence.,"[""VINV-0001""]",2026.07.19.3
BISCUIT_RELIEF,PUPPY,GF-0018,GF-BENEFICIARY-01,SAME_BENEFICIARY_ACCOUNT,VINV-0002,A-GILDED-4512,beneficiary_account_id,••••4512,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,Invoice beneficiary supports association; control needs separate evidence.,"[""VINV-0002""]",2026.07.19.3
BISCUIT_RELIEF,PUPPY,GF-0019,GF-BENEFICIARY-01,SAME_BENEFICIARY_ACCOUNT,VINV-0003,A-GILDED-4512,beneficiary_account_id,••••4512,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,Invoice beneficiary supports association; control needs separate evidence.,"[""VINV-0003""]",2026.07.19.3
BISCUIT_RELIEF,PUPPY,GF-0020,GF-BENEFICIARY-01,SAME_BENEFICIARY_ACCOUNT,VINV-0004,A-GILDED-4512,beneficiary_account_id,••••4512,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,Invoice beneficiary supports association; control needs separate evidence.,"[""VINV-0004""]",2026.07.19.3
BISCUIT_RELIEF,PUPPY,GF-0021,GF-BENEFICIARY-01,SAME_BENEFICIARY_ACCOUNT,VINV-0005,A-GILDED-4512,beneficiary_account_id,••••4512,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,Invoice beneficiary supports association; control needs separate evidence.,"[""VINV-0005""]",2026.07.19.3
BISCUIT_RELIEF,PUPPY,GF-0022,GF-BENEFICIARY-01,SAME_BENEFICIARY_ACCOUNT,VINV-0006,A-GILDED-4512,beneficiary_account_id,••••4512,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,Invoice beneficiary supports association; control needs separate evidence.,"[""VINV-0006""]",2026.07.19.3
BISCUIT_RELIEF,PUPPY,GF-0023,GF-BENEFICIARY-01,SAME_BENEFICIARY_ACCOUNT,VINV-0007,A-GILDED-4512,beneficiary_account_id,••••4512,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,Invoice beneficiary supports association; control needs separate evidence.,"[""VINV-0007""]",2026.07.19.3
BISCUIT_RELIEF,PUPPY,GF-0024,GF-BENEFICIARY-01,SAME_BENEFICIARY_ACCOUNT,VINV-0008,A-GILDED-4512,beneficiary_account_id,••••4512,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,Invoice beneficiary supports association; control needs separate evidence.,"[""VINV-0008""]",2026.07.19.3
BISCUIT_RELIEF,PUPPY,GF-0025,GF-PERSONAL-01,SAME_PERSONAL_ACCOUNT,TX-DIV-001,A-ARLO-9088,destination_account_id,••••9088,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,Exact beneficiary plus KYC supports personal diversion.,"[""TX-DIV-001""]",2026.07.19.3
BISCUIT_RELIEF,PUPPY,GF-0026,GF-PERSONAL-01,SAME_PERSONAL_ACCOUNT,TX-DIV-004,A-ARLO-9088,destination_account_id,••••9088,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,Exact beneficiary plus KYC supports personal diversion.,"[""TX-DIV-004""]",2026.07.19.3
BISCUIT_RELIEF,PUPPY,GF-0027,GF-PERSONAL-01,SAME_PERSONAL_ACCOUNT,TX-DIV-007,A-ARLO-9088,destination_account_id,••••9088,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,Exact beneficiary plus KYC supports personal diversion.,"[""TX-DIV-007""]",2026.07.19.3
BISCUIT_RELIEF,PUPPY,GF-0042,GF-ADACCOUNT-01,SAME_AD_ACCOUNT,AD-0001,AD-0002,ad_account_id,AD-GBRF-77,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,Shared ad account supports centralized campaign control.,"[""AD-0001"",""AD-0002""]",2026.07.19.3
BISCUIT_RELIEF,PUPPY,GF-0043,GF-ADACCOUNT-01,SAME_AD_ACCOUNT,AD-0003,AD-0004,ad_account_id,AD-GBRF-77,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,Shared ad account supports centralized campaign control.,"[""AD-0003"",""AD-0004""]",2026.07.19.3
BISCUIT_RELIEF,PUPPY,GF-0044,GF-ADACCOUNT-01,SAME_AD_ACCOUNT,AD-0005,AD-0006,ad_account_id,AD-GBRF-77,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,Shared ad account supports centralized campaign control.,"[""AD-0005"",""AD-0006""]",2026.07.19.3
BISCUIT_RELIEF,PUPPY,GF-0045,GF-ADACCOUNT-01,SAME_AD_ACCOUNT,AD-0007,AD-0008,ad_account_id,AD-GBRF-77,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,Shared ad account supports centralized campaign control.,"[""AD-0007"",""AD-0008""]",2026.07.19.3
BISCUIT_RELIEF,PUPPY,GF-0046,GF-ADACCOUNT-01,SAME_AD_ACCOUNT,AD-0009,AD-0010,ad_account_id,AD-GBRF-77,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,Shared ad account supports centralized campaign control.,"[""AD-0009"",""AD-0010""]",2026.07.19.3
BISCUIT_RELIEF,PUPPY,GF-0047,GF-ADACCOUNT-01,SAME_AD_ACCOUNT,AD-0011,AD-0012,ad_account_id,AD-GBRF-77,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,Shared ad account supports centralized campaign control.,"[""AD-0011"",""AD-0012""]",2026.07.19.3
BISCUIT_RELIEF,PUPPY,GF-0052,GF-IMAGE-01,SAME_IMAGE_HASH,POST-0001,POST-0002,image_hash,img-storm-04,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,Reused imagery may reflect production or authorized reposting.,"[""POST-0001"",""POST-0002""]",2026.07.19.3
BISCUIT_RELIEF,PUPPY,GF-0053,GF-IMAGE-01,SAME_IMAGE_HASH,POST-0003,POST-0004,image_hash,img-volunteer-08,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,Reused imagery may reflect production or authorized reposting.,"[""POST-0003"",""POST-0004""]",2026.07.19.3
BISCUIT_RELIEF,PUPPY,GF-0054,GF-IMAGE-01,SAME_IMAGE_HASH,POST-0005,POST-0006,image_hash,img-pantry-03,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,Reused imagery may reflect production or authorized reposting.,"[""POST-0005"",""POST-0006""]",2026.07.19.3
BISCUIT_RELIEF,PUPPY,GF-0055,GF-IMAGE-01,SAME_IMAGE_HASH,POST-0007,POST-0008,image_hash,img-boxes-11,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,Reused imagery may reflect production or authorized reposting.,"[""POST-0007"",""POST-0008""]",2026.07.19.3
BISCUIT_RELIEF,PUPPY,GF-0056,GF-IMAGE-01,SAME_IMAGE_HASH,POST-0009,POST-0010,image_hash,img-shelter-05,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,Reused imagery may reflect production or authorized reposting.,"[""POST-0009"",""POST-0010""]",2026.07.19.3
BISCUIT_RELIEF,PUPPY,GF-0057,GF-IMAGE-01,SAME_IMAGE_HASH,POST-0011,POST-0012,image_hash,img-storm-04,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,Reused imagery may reflect production or authorized reposting.,"[""POST-0011"",""POST-0012""]",2026.07.19.3
BISCUIT_RELIEF,PUPPY,GF-0064,GF-TEMPLATE-01,SAME_CAMPAIGN_TEMPLATE,CAMP-001,CAMP-002,campaign_template_id,tmpl-relief-v4,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,Common template supports centralized production but not volunteer knowledge.,"[""CAMP-001"",""CAMP-002""]",2026.07.19.3
BISCUIT_RELIEF,PUPPY,GF-0065,GF-TEMPLATE-01,SAME_CAMPAIGN_TEMPLATE,CAMP-003,CAMP-004,campaign_template_id,tmpl-relief-v4,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,Common template supports centralized production but not volunteer knowledge.,"[""CAMP-003"",""CAMP-004""]",2026.07.19.3
BISCUIT_RELIEF,PUPPY,GF-0066,GF-TEMPLATE-01,SAME_CAMPAIGN_TEMPLATE,CAMP-005,CAMP-006,campaign_template_id,tmpl-relief-v4,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,Common template supports centralized production but not volunteer knowledge.,"[""CAMP-005"",""CAMP-006""]",2026.07.19.3
BISCUIT_RELIEF,PUPPY,GF-0067,GF-TEMPLATE-01,SAME_CAMPAIGN_TEMPLATE,CAMP-007,CAMP-008,campaign_template_id,tmpl-relief-v4,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,Common template supports centralized production but not volunteer knowledge.,"[""CAMP-007"",""CAMP-008""]",2026.07.19.3
BISCUIT_RELIEF,PUPPY,GF-0068,GF-TEMPLATE-01,SAME_CAMPAIGN_TEMPLATE,CAMP-009,CAMP-010,campaign_template_id,tmpl-relief-v4,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,Common template supports centralized production but not volunteer knowledge.,"[""CAMP-009"",""CAMP-010""]",2026.07.19.3
BISCUIT_RELIEF,PUPPY,GF-0069,GF-TEMPLATE-01,SAME_CAMPAIGN_TEMPLATE,CAMP-011,CAMP-012,campaign_template_id,tmpl-relief-v4,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,Common template supports centralized production but not volunteer knowledge.,"[""CAMP-011"",""CAMP-012""]",2026.07.19.3
BISCUIT_RELIEF,PUPPY,GF-0073,GF-VOLUNTEER-01,SAME_VOLUNTEER_CODE,PR-HOPE-01,PR-HOPE-01,volunteer_code,BISCUIT-BRIGADE,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,High-degree volunteer code is not culpability or payment.,"[""MEM-0001""]",2026.07.19.3
BISCUIT_RELIEF,PUPPY,GF-0074,GF-VOLUNTEER-01,SAME_VOLUNTEER_CODE,PR-HOPE-01,PR-VIOLET-01,volunteer_code,BISCUIT-BRIGADE,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,High-degree volunteer code is not culpability or payment.,"[""MEM-0002""]",2026.07.19.3
BISCUIT_RELIEF,PUPPY,GF-0078,GF-VOLUNTEER-01,SAME_VOLUNTEER_CODE,PR-HOPE-01,PR-LEO-01,volunteer_code,BISCUIT-BRIGADE,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,High-degree volunteer code is not culpability or payment.,"[""MEM-0006""]",2026.07.19.3
BISCUIT_RELIEF,PUPPY,GF-0079,GF-VOLUNTEER-01,SAME_VOLUNTEER_CODE,PR-HOPE-01,PR-RUBY-01,volunteer_code,BISCUIT-BRIGADE,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,High-degree volunteer code is not culpability or payment.,"[""MEM-0007""]",2026.07.19.3
BISCUIT_RELIEF,PUPPY,GF-0080,GF-VOLUNTEER-01,SAME_VOLUNTEER_CODE,PR-HOPE-01,PR-GIDEON-01,volunteer_code,BISCUIT-BRIGADE,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,High-degree volunteer code is not culpability or payment.,"[""MEM-0008""]",2026.07.19.3
BISCUIT_RELIEF,PUPPY,GF-0085,GF-BATCH-01,SAME_SETTLEMENT_BATCH,SETTLE-0001,TX-SET-0001,settlement_batch_id,SETTLE-0001,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,Batch equality links processor and bank records.,"[""SETTLE-0001""]",2026.07.19.3
BISCUIT_RELIEF,PUPPY,GF-0086,GF-BATCH-01,SAME_SETTLEMENT_BATCH,SETTLE-0002,TX-SET-0002,settlement_batch_id,SETTLE-0002,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,Batch equality links processor and bank records.,"[""SETTLE-0002""]",2026.07.19.3
BISCUIT_RELIEF,PUPPY,GF-0087,GF-BATCH-01,SAME_SETTLEMENT_BATCH,SETTLE-0003,TX-SET-0003,settlement_batch_id,SETTLE-0003,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,Batch equality links processor and bank records.,"[""SETTLE-0003""]",2026.07.19.3
BISCUIT_RELIEF,PUPPY,GF-0088,GF-BATCH-01,SAME_SETTLEMENT_BATCH,SETTLE-0004,TX-SET-0004,settlement_batch_id,SETTLE-0004,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,Batch equality links processor and bank records.,"[""SETTLE-0004""]",2026.07.19.3
BISCUIT_RELIEF,PUPPY,GF-0089,GF-BATCH-01,SAME_SETTLEMENT_BATCH,SETTLE-0005,TX-SET-0005,settlement_batch_id,SETTLE-0005,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,Batch equality links processor and bank records.,"[""SETTLE-0005""]",2026.07.19.3
BISCUIT_RELIEF,PUPPY,GF-0090,GF-BATCH-01,SAME_SETTLEMENT_BATCH,SETTLE-0006,TX-SET-0006,settlement_batch_id,SETTLE-0006,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,Batch equality links processor and bank records.,"[""SETTLE-0006""]",2026.07.19.3
BISCUIT_RELIEF,PUPPY,GF-0091,GF-BATCH-01,SAME_SETTLEMENT_BATCH,SETTLE-0007,TX-SET-0007,settlement_batch_id,SETTLE-0007,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,Batch equality links processor and bank records.,"[""SETTLE-0007""]",2026.07.19.3
BISCUIT_RELIEF,PUPPY,GF-0092,GF-BATCH-01,SAME_SETTLEMENT_BATCH,SETTLE-0008,TX-SET-0008,settlement_batch_id,SETTLE-0008,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,Batch equality links processor and bank records.,"[""SETTLE-0008""]",2026.07.19.3
BISCUIT_RELIEF,PUPPY,GF-0093,GF-BATCH-01,SAME_SETTLEMENT_BATCH,SETTLE-0009,TX-SET-0009,settlement_batch_id,SETTLE-0009,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,Batch equality links processor and bank records.,"[""SETTLE-0009""]",2026.07.19.3
BISCUIT_RELIEF,PUPPY,GF-0094,GF-BATCH-01,SAME_SETTLEMENT_BATCH,SETTLE-0010,TX-SET-0010,settlement_batch_id,SETTLE-0010,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,Batch equality links processor and bank records.,"[""SETTLE-0010""]",2026.07.19.3
BISCUIT_RELIEF,PUPPY,GF-0095,GF-BATCH-01,SAME_SETTLEMENT_BATCH,SETTLE-0011,TX-SET-0011,settlement_batch_id,SETTLE-0011,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,Batch equality links processor and bank records.,"[""SETTLE-0011""]",2026.07.19.3
BISCUIT_RELIEF,PUPPY,GF-0096,GF-BATCH-01,SAME_SETTLEMENT_BATCH,SETTLE-0012,TX-SET-0012,settlement_batch_id,SETTLE-0012,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,Batch equality links processor and bank records.,"[""SETTLE-0012""]",2026.07.19.3
BISCUIT_RELIEF,PUPPY,GF-0097,GF-MAILBOX-01,SAME_MAILBOX,PAGE-001,PAGE-002,contact_mailbox,updates@greatbiscuitrelief.example,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,"Central mailbox shows campaign infrastructure, not individual authorship.","[""PAGE-001"",""PAGE-002""]",2026.07.19.3
BISCUIT_RELIEF,PUPPY,GF-0098,GF-MAILBOX-01,SAME_MAILBOX,PAGE-003,PAGE-004,contact_mailbox,updates@greatbiscuitrelief.example,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,"Central mailbox shows campaign infrastructure, not individual authorship.","[""PAGE-003"",""PAGE-004""]",2026.07.19.3
BISCUIT_RELIEF,PUPPY,GF-0099,GF-MAILBOX-01,SAME_MAILBOX,PAGE-005,PAGE-006,contact_mailbox,updates@greatbiscuitrelief.example,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,"Central mailbox shows campaign infrastructure, not individual authorship.","[""PAGE-005"",""PAGE-006""]",2026.07.19.3
BISCUIT_RELIEF,PUPPY,GF-0100,GF-MAILBOX-01,SAME_MAILBOX,PAGE-007,PAGE-008,contact_mailbox,updates@greatbiscuitrelief.example,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,"Central mailbox shows campaign infrastructure, not individual authorship.","[""PAGE-007"",""PAGE-008""]",2026.07.19.3
BISCUIT_RELIEF,PUPPY,GF-0101,GF-MAILBOX-01,SAME_MAILBOX,PAGE-009,PAGE-010,contact_mailbox,updates@greatbiscuitrelief.example,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,"Central mailbox shows campaign infrastructure, not individual authorship.","[""PAGE-009"",""PAGE-010""]",2026.07.19.3
BISCUIT_RELIEF,PUPPY,GF-0102,GF-MAILBOX-01,SAME_MAILBOX,PAGE-011,PAGE-012,contact_mailbox,updates@greatbiscuitrelief.example,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,"Central mailbox shows campaign infrastructure, not individual authorship.","[""PAGE-011"",""PAGE-012""]",2026.07.19.3
BISCUIT_RELIEF,PUPPY,GF-0109,GF-ADDRESS-01,SAME_ADDRESS,OR-GBRF-01,OR-GILDED-01,normalized_address,17 LANTERN QUAY,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,Shared premises supports association but requires corroboration.,"[""ADDR-LANTERN-17""]",2026.07.19.3
BISCUIT_RELIEF,PUPPY,GF-0110,GF-ADDRESS-02,SAME_ADDRESS,OR-GBRF-01,OR-REDROOF-01,normalized_address,17 LANTERN QUAY,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,Shared premises supports association but requires corroboration.,"[""ADDR-LANTERN-17""]",2026.07.19.3
